Gene_ID	WT1	WT2	WT3	DDX5KD1	DDX5KD2	DDX5KD3
ENSG00000236828	0	0	0	0	0	0
ENSG00000236829	58	56	96	50	66	83
ENSG00000236830	402	350	457	164	214	281
ENSG00000236831	0	0	0	1	0	0
ENSG00000236832	0	0	0	0	0	0
ENSG00000236833	11	9	20	6	14	12
ENSG00000236834	0	0	0	2	0	0
ENSG00000236836	1	0	0	1	0	0
ENSG00000236837	0	0	0	1	0	1
ENSG00000236838	0	1	2	0	0	1
ENSG00000236839	0	0	0	0	0	0
ENSG00000236841	0	0	0	3	0	0
ENSG00000236842	0	0	0	0	0	0
ENSG00000236844	9	3	6	1	3	5
ENSG00000236846	0	1	0	1	3	0
ENSG00000236847	0	0	0	0	0	0
ENSG00000236848	0	0	0	0	0	0
ENSG00000236849	5	1	3	0	0	4
ENSG00000236852	32	18	32	11	7	16
ENSG00000236853	0	0	0	0	0	0
ENSG00000236854	1	0	0	2	0	0
ENSG00000236856	1	0	0	5	0	4
ENSG00000236857	4	3	0	0	1	2
ENSG00000236858	0	0	0	3	0	0
ENSG00000236859	659	464	766	478	486	451
ENSG00000236860	0	0	0	0	0	0
ENSG00000236861	15	4	5	29	2	6
ENSG00000236862	11	5	17	4	2	5
ENSG00000236863	0	0	0	0	0	0
ENSG00000236864	0	0	0	6	1	0
ENSG00000236866	0	0	0	3	0	0
ENSG00000236867	0	0	0	0	0	0
ENSG00000236869	379	282	488	476	402	468
ENSG00000236870	0	0	0	0	0	0
ENSG00000236871	50	67	78	95	119	197
ENSG00000236872	0	0	0	0	0	0
ENSG00000236874	0	0	0	0	0	0
ENSG00000236875	0	0	0	0	0	0
ENSG00000236876	33	17	23	21	13	21
ENSG00000236877	0	0	0	0	0	0
ENSG00000236878	0	0	0	0	0	0
ENSG00000236880	0	0	0	0	0	0
ENSG00000236882	3	0	9	3	4	1
ENSG00000236883	0	0	0	1	0	0
ENSG00000236885	1	0	1	18	0	2
ENSG00000236886	22	31	40	142	67	36
ENSG00000236887	9	3	12	6	4	5
ENSG00000236888	0	0	0	0	0	0
ENSG00000236889	16	5	11	11	13	6
ENSG00000236890	0	0	0	0	0	0
ENSG00000236892	0	0	3	0	0	0
ENSG00000236893	1	0	4	1	0	0
ENSG00000236894	0	0	0	15	2	1
ENSG00000236896	0	0	0	2	0	0
ENSG00000236897	0	0	0	0	0	0
ENSG00000236900	0	0	0	0	0	0
ENSG00000236901	0	0	0	0	0	0
ENSG00000236905	1	1	6	1	1	1
ENSG00000236907	0	0	0	0	0	0
ENSG00000236908	3	4	4	6	9	4
ENSG00000236909	0	0	0	0	0	0
ENSG00000236911	0	0	0	10	0	3
ENSG00000236913	11	6	13	1	0	1
ENSG00000236914	103	75	113	40	63	43
ENSG00000236915	32	17	17	56	16	19
ENSG00000236917	0	0	0	0	0	0
ENSG00000236919	0	0	0	0	0	0
ENSG00000236920	0	0	0	3	0	0
ENSG00000236921	3	4	7	11	3	2
ENSG00000236922	1	2	9	56	1	4
ENSG00000236924	545	511	666	569	623	760
ENSG00000236928	0	0	0	0	0	0
ENSG00000236929	0	0	0	0	0	0
ENSG00000236930	0	0	0	0	0	0
ENSG00000236932	0	0	0	2	0	0
ENSG00000236935	5	3	12	2	6	1
ENSG00000236936	25	19	24	10	5	14
ENSG00000236937	44	12	42	15	6	18
ENSG00000236938	79	78	107	20	17	16
ENSG00000236939	3	0	1	5	5	2
ENSG00000236940	0	0	0	0	0	0
ENSG00000236941	4	2	3	1	0	0
ENSG00000236942	1	0	3	1	0	0
ENSG00000236944	0	0	0	0	0	0
ENSG00000236946	0	0	0	0	0	0
ENSG00000236947	20	9	23	34	19	20
ENSG00000236948	2	0	0	19	0	0
ENSG00000236950	0	0	0	5	0	0
ENSG00000236951	0	0	0	1	0	0
ENSG00000236953	0	0	0	0	0	0
ENSG00000236956	0	0	2	5	2	2
ENSG00000236957	1	1	0	9	1	0
ENSG00000236958	0	0	0	0	0	0
ENSG00000236959	0	0	0	14	0	0
ENSG00000236960	0	0	0	0	0	0
ENSG00000236961	2	0	0	10	2	3
ENSG00000236963	1	8	3	34	1	0
ENSG00000236965	0	0	0	0	0	0
ENSG00000236966	0	0	0	0	0	0
ENSG00000236968	0	0	0	1	0	0
ENSG00000236969	0	0	0	3	0	1
ENSG00000236972	1	0	0	0	0	0
ENSG00000236973	0	0	0	2	0	0
ENSG00000236975	0	0	0	4	0	0
ENSG00000236976	331	115	256	100	52	100
ENSG00000236977	0	0	0	0	0	0
ENSG00000236978	2	0	0	0	0	0
ENSG00000236980	0	0	1	1	0	0
ENSG00000236981	0	0	0	0	0	0
ENSG00000236982	0	0	1	0	0	0
ENSG00000236985	0	0	0	2	0	0
ENSG00000236986	1	0	0	16	0	0
ENSG00000236987	4	0	5	0	1	1
ENSG00000236988	5	1	3	3	0	3
ENSG00000236989	1	0	0	11	0	0
ENSG00000236990	0	0	0	10	1	0
ENSG00000236991	2	1	0	0	0	0
ENSG00000236992	130	56	109	33	25	31
ENSG00000236993	0	0	1	6	0	0
ENSG00000236994	0	0	0	0	0	0
ENSG00000236996	0	0	0	0	0	0
ENSG00000236998	0	0	0	0	0	0
ENSG00000236999	0	0	0	0	0	0
ENSG00000237000	0	0	0	1	0	1
ENSG00000237001	2	1	1	10	1	1
ENSG00000237002	0	0	0	7	0	0
ENSG00000237003	0	0	0	0	0	1
ENSG00000237004	111	74	119	42	49	75
ENSG00000237005	0	0	0	1	0	1
ENSG00000237007	0	0	8	1	2	6
ENSG00000237008	6	6	6	0	0	1
ENSG00000237009	34	25	43	4	1	3
ENSG00000237011	0	0	0	1	0	0
ENSG00000237013	326	292	402	30	22	18
ENSG00000237014	0	0	0	0	0	0
ENSG00000237015	0	0	0	1	0	0
ENSG00000237016	0	0	0	0	0	0
ENSG00000237017	4	6	7	10	14	13
ENSG00000237019	2	2	3	6	2	6
ENSG00000237020	0	0	0	0	0	0
ENSG00000237023	0	0	0	1	0	0
ENSG00000237024	0	0	0	0	0	0
ENSG00000237025	0	0	0	0	0	0
ENSG00000237026	23	18	17	23	32	33
ENSG00000237027	3	2	4	1	0	0
ENSG00000237031	0	0	0	12	0	0
ENSG00000237032	0	0	0	0	0	0
ENSG00000237033	0	2	1	0	0	0
ENSG00000237035	0	0	0	0	0	0
ENSG00000237036	924	710	1099	535	557	518
ENSG00000237037	448	405	548	425	516	638
ENSG00000237038	0	0	0	0	0	0
ENSG00000237039	0	0	0	0	0	0
ENSG00000237040	0	0	0	0	0	0
ENSG00000237041	0	0	0	0	0	0
ENSG00000237042	0	0	0	0	0	0
ENSG00000237048	0	0	0	1	0	0
ENSG00000237049	1	2	6	0	1	1
ENSG00000237053	0	0	0	0	0	0
ENSG00000237054	17	17	15	54	13	13
ENSG00000237055	0	0	0	0	0	0
ENSG00000237057	0	0	0	1	0	0
ENSG00000237058	1	0	0	0	0	0
ENSG00000237061	0	0	0	0	0	0
ENSG00000237062	0	0	0	0	0	0
ENSG00000237063	0	0	0	0	0	0
ENSG00000237064	0	1	2	3	3	0
ENSG00000237065	0	0	0	0	0	0
ENSG00000237068	0	0	0	0	0	0
ENSG00000237070	1	0	2	1	0	1
ENSG00000237072	0	0	0	0	0	0
ENSG00000237073	2	1	5	6	7	4
ENSG00000237074	0	0	0	16	0	0
ENSG00000237076	0	0	0	0	0	0
ENSG00000237077	0	0	0	1	0	0
ENSG00000237080	2	0	0	9	10	6
ENSG00000237082	0	0	0	0	0	0
ENSG00000237083	0	0	0	0	0	0
ENSG00000237085	0	0	1	0	0	3
ENSG00000237087	0	0	0	0	0	0
ENSG00000237088	0	0	0	0	0	0
ENSG00000237089	0	1	1	0	0	0
ENSG00000237090	6	0	3	4	0	2
ENSG00000237092	0	1	0	0	0	0
ENSG00000237094	22	14	22	30	31	51
ENSG00000237099	0	0	0	2	0	0
ENSG00000237101	10	21	23	35	36	36
ENSG00000237106	0	0	0	0	0	0
ENSG00000237107	0	0	0	0	0	0
ENSG00000237109	0	0	0	0	0	0
ENSG00000237110	0	0	0	0	0	0
ENSG00000237111	0	0	0	0	0	0
ENSG00000237115	12	11	18	2	1	5
ENSG00000237118	0	0	3	1	0	1
ENSG00000237119	0	0	0	0	0	0
ENSG00000237121	16	19	22	48	43	52
ENSG00000237122	0	0	0	0	0	0
ENSG00000237124	0	0	0	0	0	0
ENSG00000237125	11	13	15	37	9	7
ENSG00000237126	89	74	108	27	30	34
ENSG00000237127	0	0	0	1	0	0
ENSG00000237128	22	22	23	22	2	21
ENSG00000237129	0	0	0	0	0	0
ENSG00000237130	0	0	0	1	0	0
ENSG00000237131	0	0	0	0	0	0
ENSG00000237133	60	61	81	36	39	25
ENSG00000237135	0	0	0	0	0	0
ENSG00000237136	59	32	47	40	19	25
ENSG00000237137	0	0	0	0	0	0
ENSG00000237138	0	0	0	1	0	0
ENSG00000237139	1	1	0	0	0	0
ENSG00000237140	0	0	0	0	0	0
ENSG00000237141	0	0	0	0	0	0
ENSG00000237148	0	0	0	0	0	0
ENSG00000237149	0	0	0	2	0	0
ENSG00000237152	638	736	832	446	403	396
ENSG00000237153	196	193	264	47	21	17
ENSG00000237154	5	4	16	1	3	0
ENSG00000237158	0	0	0	0	0	0
ENSG00000237159	0	0	0	3	0	1
ENSG00000237160	1	0	0	0	0	0
ENSG00000237161	138	78	150	69	51	93
ENSG00000237162	0	0	0	0	0	0
ENSG00000237163	0	0	0	0	0	0
ENSG00000237164	0	0	0	10	0	0
ENSG00000237166	2	2	2	3	1	0
ENSG00000237167	109	119	113	59	62	90
ENSG00000237169	4	0	4	1	2	1
ENSG00000237170	12	3	4	2	0	0
ENSG00000237171	0	0	0	0	0	0
ENSG00000237172	1338	1199	1762	1013	1479	1545
ENSG00000237173	6	4	18	3	2	4
ENSG00000237174	1	0	0	7	1	0
ENSG00000237175	0	0	0	0	0	0
ENSG00000237176	12	2	11	5	6	6
ENSG00000237178	1	0	0	0	0	0
ENSG00000237179	187	170	158	19	18	16
ENSG00000237180	0	0	0	0	0	0
ENSG00000237181	121	159	150	51	45	48
ENSG00000237182	0	0	0	0	0	0
ENSG00000237183	0	0	0	0	0	0
ENSG00000237185	0	0	0	2	0	0
ENSG00000237186	0	0	0	0	0	0
ENSG00000237187	18150	19201	24657	15963	15139	13994
ENSG00000237188	119	105	149	100	127	99
ENSG00000237189	0	0	0	0	0	0
ENSG00000237190	3061	2875	3760	1964	2273	1655
ENSG00000237193	0	0	0	0	0	0
ENSG00000237194	0	0	0	0	0	0
ENSG00000237195	0	0	0	0	0	0
ENSG00000237197	0	0	0	0	0	0
ENSG00000237200	0	0	0	0	0	0
ENSG00000237202	0	0	0	0	0	0
ENSG00000237205	0	0	0	0	0	0
ENSG00000237206	3	6	5	6	4	2
ENSG00000237207	0	0	0	0	0	0
ENSG00000237208	1	1	1	0	2	0
ENSG00000237210	0	0	0	0	0	0
ENSG00000237211	6	1	3	3	0	4
ENSG00000237212	1	1	4	4	2	2
ENSG00000237213	0	0	0	0	0	0
ENSG00000237214	451	217	342	139	122	193
ENSG00000237215	0	0	0	4	0	0
ENSG00000237217	0	1	0	0	0	0
ENSG00000237220	0	0	1	1	0	0
ENSG00000237221	0	3	1	1	0	0
ENSG00000237222	101	74	126	86	60	71
ENSG00000237223	0	0	0	2	0	0
ENSG00000237224	0	0	0	0	0	0
ENSG00000237225	0	0	0	0	0	0
ENSG00000237226	0	0	0	0	0	0
ENSG00000237227	0	0	0	0	0	0
ENSG00000237230	0	0	0	0	0	0
ENSG00000237232	83	74	94	60	45	62
ENSG00000237233	13	8	29	8	10	6
ENSG00000237234	3	0	0	7	0	1
ENSG00000237235	0	0	0	0	0	0
ENSG00000237236	0	0	0	2	0	0
ENSG00000237238	5	4	5	6	3	1
ENSG00000237242	0	0	0	1	0	0
ENSG00000237243	0	0	0	2	0	0
ENSG00000237247	0	0	0	0	0	0
ENSG00000237248	8	6	0	3	1	1
ENSG00000237249	0	0	0	0	0	0
ENSG00000237250	0	1	0	36	2	0
ENSG00000237251	7	2	8	11	2	4
ENSG00000237252	4	2	0	3	2	1
ENSG00000237254	0	0	0	1	0	0
ENSG00000237256	0	0	0	1	0	0
ENSG00000237257	0	0	0	0	0	0
ENSG00000237259	0	0	0	3	0	0
ENSG00000237260	6	8	6	4	4	3
ENSG00000237261	0	0	0	0	0	0
ENSG00000237262	0	1	2	1	2	0
ENSG00000237263	50	18	29	18	11	17
ENSG00000237264	194	103	174	62	62	130
ENSG00000237265	1	1	0	1	1	2
ENSG00000237266	0	0	0	0	0	0
ENSG00000237267	0	0	0	2	0	0
ENSG00000237268	3	4	11	6	5	4
ENSG00000237269	0	0	0	1	0	0
ENSG00000237271	0	1	3	2	0	0
ENSG00000237272	0	2	1	0	0	0
ENSG00000237273	0	0	0	0	0	0
ENSG00000237274	0	0	0	1	0	0
ENSG00000237275	0	0	0	0	0	0
ENSG00000237276	18	8	34	14	17	23
ENSG00000237278	0	0	0	0	1	0
ENSG00000237279	0	0	0	0	0	0
ENSG00000237280	0	0	0	0	0	0
ENSG00000237281	1	0	0	17	0	4
ENSG00000237282	0	0	0	0	0	0
ENSG00000237283	0	0	0	4	0	0
ENSG00000237285	0	0	0	0	0	0
ENSG00000237286	0	0	0	0	0	0
ENSG00000237289	152	135	216	327	307	277
ENSG00000237290	0	0	0	0	0	0
ENSG00000237292	4	1	2	5	0	0
ENSG00000237293	0	1	1	4	1	1
ENSG00000237294	5	3	11	1	1	3
ENSG00000237296	1317	1239	1616	1414	1539	1578
ENSG00000237297	0	0	0	2	0	0
ENSG00000237298	579	647	837	568	535	492
ENSG00000237299	1	0	3	7	0	0
ENSG00000237300	0	0	0	0	0	0
ENSG00000237301	83	66	81	64	84	95
ENSG00000237302	0	0	0	0	1	0
ENSG00000237303	0	0	1	1	2	4
ENSG00000237306	0	0	0	0	0	1
ENSG00000237307	21	12	35	9	12	12
ENSG00000237308	0	0	0	0	0	0
ENSG00000237309	0	0	0	0	0	0
ENSG00000237310	207	196	270	71	164	117
ENSG00000237311	0	0	0	0	0	0
ENSG00000237312	24	23	27	22	24	13
ENSG00000237314	0	0	0	0	0	0
ENSG00000237316	0	0	0	2	0	0
ENSG00000237317	0	0	0	0	0	0
ENSG00000237319	0	0	0	3	0	0
ENSG00000237320	0	0	0	0	0	0
ENSG00000237321	0	0	0	0	0	0
ENSG00000237322	0	0	0	0	0	0
ENSG00000237323	0	0	0	0	0	0
ENSG00000237324	1	6	5	8	3	5
ENSG00000237325	0	0	0	0	0	0
ENSG00000237326	0	0	0	6	0	0
ENSG00000237327	0	0	0	0	0	0
ENSG00000237328	0	0	0	6	2	1
ENSG00000237329	0	0	0	0	0	0
ENSG00000237330	0	0	1	3	1	1
ENSG00000237331	0	0	0	0	0	0
ENSG00000237336	0	0	0	0	0	0
ENSG00000237337	0	0	0	0	0	0
ENSG00000237338	1	1	0	3	1	4
ENSG00000237339	0	0	0	7	0	0
ENSG00000237341	10	4	10	6	8	6
ENSG00000237342	0	0	0	2	0	0
ENSG00000237343	1	7	0	4	3	4
ENSG00000237345	0	0	0	0	0	0
ENSG00000237346	0	0	0	0	0	0
ENSG00000237347	0	0	0	0	0	0
ENSG00000237349	0	0	0	0	0	0
ENSG00000237350	787	387	639	296	206	314
ENSG00000237351	0	0	0	0	0	0
ENSG00000237352	138	144	163	137	53	39
ENSG00000237353	0	0	0	0	1	0
ENSG00000237354	0	0	0	0	0	0
ENSG00000237356	195	177	228	206	110	102
ENSG00000237357	9	4	15	2	4	5
ENSG00000237358	0	0	0	0	0	0
ENSG00000237359	0	0	0	0	0	0
ENSG00000237360	0	0	0	0	0	0
ENSG00000237361	2	2	1	5	2	5
ENSG00000237363	0	0	0	1	0	0
ENSG00000237365	0	0	0	1	0	0
ENSG00000237370	1	1	3	7	2	3
ENSG00000237371	0	0	0	0	0	0
ENSG00000237372	38	26	24	66	57	48
ENSG00000237373	0	0	0	0	0	0
ENSG00000237377	0	0	0	0	0	0
ENSG00000237378	5	3	1	1	0	0
ENSG00000237379	8	3	3	1	1	1
ENSG00000237380	0	0	0	8	0	0
ENSG00000237381	0	0	0	1	0	0
ENSG00000237382	0	0	0	0	0	0
ENSG00000237383	0	0	0	0	0	0
ENSG00000237385	0	0	0	0	0	0
ENSG00000237387	0	0	0	2	0	0
ENSG00000237388	0	0	0	0	0	0
ENSG00000237389	0	0	0	0	0	0
ENSG00000237390	1	0	0	6	0	0
ENSG00000237396	0	0	0	2	0	0
ENSG00000237398	4	2	0	3	1	0
ENSG00000237399	67	74	124	161	160	156
ENSG00000237400	10	3	11	13	8	5
ENSG00000237401	0	0	0	5	0	0
ENSG00000237402	0	0	0	0	0	0
ENSG00000237406	0	0	0	0	0	0
ENSG00000237407	0	0	0	0	0	0
ENSG00000237408	0	0	0	0	0	0
ENSG00000237409	2	3	8	3	1	0
ENSG00000237410	8	21	16	15	10	8
ENSG00000237412	6	4	14	8	6	2
ENSG00000237413	84	24	48	36	14	26
ENSG00000237414	0	0	1	0	0	1
ENSG00000237415	31	18	29	7	7	17
ENSG00000237417	154	79	143	52	40	77
ENSG00000237418	0	0	0	0	0	0
ENSG00000237419	5	0	3	1	0	3
ENSG00000237422	25	38	27	103	81	94
ENSG00000237423	0	7	13	2	3	1
ENSG00000237424	328	363	562	227	367	470
ENSG00000237425	0	0	0	0	0	0
ENSG00000237426	0	0	0	0	0	0
ENSG00000237427	0	0	0	0	0	0
ENSG00000237428	0	0	0	4	0	0
ENSG00000237429	4	8	14	11	28	19
ENSG00000237432	0	0	0	0	0	0
ENSG00000237433	93	39	87	31	30	38
ENSG00000237434	0	0	0	0	0	0
ENSG00000237435	0	1	0	15	0	1
ENSG00000237436	140	126	153	55	90	65
ENSG00000237437	0	0	0	0	0	0
ENSG00000237438	1250	1082	1635	1626	1880	2022
ENSG00000237439	0	0	0	0	0	0
ENSG00000237440	1934	1725	2351	2152	1897	1532
ENSG00000237441	4576	4249	6052	4550	5511	5322
ENSG00000237442	2	0	1	3	3	2
ENSG00000237443	0	0	0	0	0	0
ENSG00000237444	2	0	1	0	0	0
ENSG00000237445	0	0	0	0	0	0
ENSG00000237446	0	0	0	0	0	0
ENSG00000237447	41	19	27	13	5	11
ENSG00000237449	0	0	0	0	0	0
ENSG00000237450	0	0	0	0	0	0
ENSG00000237451	7	8	4	6	2	6
ENSG00000237452	3	2	5	12	4	2
ENSG00000237453	0	0	0	1	0	0
ENSG00000237456	10	4	1	2	3	2
ENSG00000237457	2	3	11	0	1	0
ENSG00000237458	3	1	1	0	0	0
ENSG00000237460	0	0	0	7	0	0
ENSG00000237461	609	677	884	1269	1253	1182
ENSG00000237463	3	0	3	49	4	1
ENSG00000237464	1	0	0	0	0	0
ENSG00000237466	0	0	0	0	0	0
ENSG00000237467	0	0	0	0	0	0
ENSG00000237468	0	0	0	2	0	0
ENSG00000237469	0	0	0	0	0	0
ENSG00000237470	1	2	8	3	2	1
ENSG00000237471	1	0	0	1	0	0
ENSG00000237472	5	1	5	2	0	3
ENSG00000237473	16	14	28	58	1	7
ENSG00000237475	0	0	0	0	0	0
ENSG00000237476	2	1	9	2	3	4
ENSG00000237477	2	0	0	3	1	0
ENSG00000237478	0	0	0	0	0	0
ENSG00000237479	0	0	0	1	0	0
ENSG00000237480	1	0	0	51	1	2
ENSG00000237481	26	56	55	39	31	37
ENSG00000237483	0	0	0	0	0	0
ENSG00000237484	1	3	5	23	1	1
ENSG00000237487	0	0	0	0	0	0
ENSG00000237489	98	99	116	124	132	102
ENSG00000237490	0	0	0	0	0	0
ENSG00000237491	320	257	400	367	381	351
ENSG00000237492	0	0	0	0	0	0
ENSG00000237493	47	22	53	50	30	55
ENSG00000237494	0	0	0	1	0	0
ENSG00000237498	0	0	0	9	0	0
ENSG00000237499	151	168	180	70	60	56
ENSG00000237500	0	0	0	2	0	0
ENSG00000237501	0	0	0	0	0	0
ENSG00000237503	0	0	0	0	0	0
ENSG00000237505	957	867	1220	837	504	408
ENSG00000237506	988	477	802	198	181	267
ENSG00000237510	0	0	0	1	0	0
ENSG00000237512	3	2	4	0	1	4
ENSG00000237513	7	7	11	13	1	4
ENSG00000237514	0	6	2	2	0	4
ENSG00000237515	6	2	1	81	0	3
ENSG00000237517	0	0	0	0	0	0
ENSG00000237520	1	4	5	2	6	2
ENSG00000237521	0	0	0	0	0	0
ENSG00000237522	19	9	16	15	14	14
ENSG00000237523	16	9	23	6	6	5
ENSG00000237524	0	0	0	1	0	0
ENSG00000237525	83	37	76	56	40	46
ENSG00000237527	1	0	0	4	0	0
ENSG00000237528	0	1	5	1	1	1
ENSG00000237529	0	0	0	0	1	0
ENSG00000237530	0	0	0	0	0	0
ENSG00000237531	1	0	0	1	0	0
ENSG00000237532	0	0	0	2	0	0
ENSG00000237534	52	42	70	143	115	107
ENSG00000237539	0	0	0	0	0	0
ENSG00000237540	0	0	0	0	0	0
ENSG00000237541	0	0	2	0	0	0
ENSG00000237542	0	1	0	1	0	0
ENSG00000237546	0	0	0	0	0	0
ENSG00000237547	0	0	0	0	0	0
ENSG00000237548	0	0	0	0	0	0
ENSG00000237549	0	0	0	0	0	0
ENSG00000237550	4718	4171	5180	4317	3292	2776
ENSG00000237551	0	0	0	0	0	0
ENSG00000237552	7	8	7	7	1	2
ENSG00000237553	0	0	0	0	0	0
ENSG00000237555	0	0	0	0	0	0
ENSG00000237556	0	0	0	2	0	0
ENSG00000237557	0	0	0	0	0	0
ENSG00000237558	0	0	0	0	0	0
ENSG00000237560	90	56	104	42	34	27
ENSG00000237563	0	0	0	0	0	0
ENSG00000237566	0	0	0	0	0	0
ENSG00000237567	0	0	9	7	7	1
ENSG00000237568	0	1	1	9	0	0
ENSG00000237569	0	0	0	0	0	0
ENSG00000237571	0	0	0	0	0	0
ENSG00000237572	0	0	0	1	0	0
ENSG00000237574	1	0	1	3	0	0
ENSG00000237575	20	14	14	8	7	15
ENSG00000237576	2	0	0	0	0	0
ENSG00000237579	0	0	0	2	0	1
ENSG00000237580	0	0	0	0	0	0
ENSG00000237581	1	0	0	0	0	0
ENSG00000237583	0	0	0	0	0	0
ENSG00000237584	23	20	28	11	6	12
ENSG00000237585	11	19	19	39	36	32
ENSG00000237586	2	0	2	2	0	4
ENSG00000237588	0	0	0	4	2	3
ENSG00000237589	0	0	0	0	0	0
ENSG00000237590	0	0	0	0	0	0
ENSG00000237592	0	0	0	0	0	0
ENSG00000237593	0	0	0	0	0	0
ENSG00000237594	192	184	249	130	172	168
ENSG00000237595	25	19	31	23	27	17
ENSG00000237596	35	43	59	87	29	27
ENSG00000237601	0	0	0	0	0	0
ENSG00000237603	0	0	0	0	0	0
ENSG00000237604	0	0	0	0	0	0
ENSG00000237605	26	19	19	41	39	37
ENSG00000237606	0	0	0	0	0	0
ENSG00000237609	1	0	0	0	0	0
ENSG00000237610	0	0	0	0	0	0
ENSG00000237611	0	0	0	0	0	0
ENSG00000237612	0	0	0	2	0	0
ENSG00000237613	0	0	0	0	0	0
ENSG00000237614	0	0	0	1	0	0
ENSG00000237616	0	0	0	0	0	0
ENSG00000237617	0	0	0	0	0	0
ENSG00000237618	0	0	0	0	0	0
ENSG00000237619	0	0	0	0	0	0
ENSG00000237620	0	0	0	0	0	0
ENSG00000237621	2	3	0	0	3	3
ENSG00000237622	2	3	5	0	1	1
ENSG00000237623	1	0	0	0	0	0
ENSG00000237624	0	0	0	0	0	0
ENSG00000237626	0	0	0	0	0	0
ENSG00000237628	0	0	0	0	0	0
ENSG00000237629	107	38	54	12	23	19
ENSG00000237630	0	0	0	0	0	0
ENSG00000237631	0	0	0	0	0	0
ENSG00000237632	0	0	0	0	0	1
ENSG00000237633	0	0	0	0	0	0
ENSG00000237635	0	0	0	0	0	0
ENSG00000237636	6	6	13	18	1	6
ENSG00000237637	0	0	0	1	0	0
ENSG00000237638	0	0	0	0	0	0
ENSG00000237639	0	0	0	0	0	0
ENSG00000237640	1	2	7	8	2	4
ENSG00000237641	0	0	0	0	0	0
ENSG00000237642	0	0	0	0	0	0
ENSG00000237643	2	0	8	2	0	1
ENSG00000237645	0	0	0	0	0	0
ENSG00000237646	0	0	0	0	0	0
ENSG00000237649	9286	8104	11904	8643	10348	9941
ENSG00000237650	0	0	0	0	0	0
ENSG00000237651	0	0	0	0	0	0
ENSG00000237653	0	0	0	0	0	0
ENSG00000237654	0	0	0	10	0	0
ENSG00000237655	1	0	0	4	1	0
ENSG00000237659	0	0	0	0	0	0
ENSG00000237661	0	0	2	0	1	0
ENSG00000237662	0	0	0	0	0	0
ENSG00000237663	0	0	0	0	0	0
ENSG00000237664	34	22	37	12	17	8
ENSG00000237665	0	0	0	0	0	0
ENSG00000237666	10	4	16	8	8	6
ENSG00000237667	1	2	0	26	1	2
ENSG00000237668	115	48	83	36	14	32
ENSG00000237669	0	0	0	0	0	0
ENSG00000237670	0	0	0	0	0	0
ENSG00000237671	0	0	0	0	0	0
ENSG00000237672	0	1	1	3	0	0
ENSG00000237674	0	0	0	3	0	0
ENSG00000237675	0	0	0	0	0	0
ENSG00000237676	102	38	80	30	17	34
ENSG00000237679	0	0	0	0	0	0
ENSG00000237682	134	63	107	45	36	52
ENSG00000237684	0	0	0	0	0	0
ENSG00000237685	326	204	365	61	61	33
ENSG00000237686	544	456	623	1108	1280	1315
ENSG00000237687	0	0	0	1	0	4
ENSG00000237689	0	0	0	0	0	0
ENSG00000237691	2	3	0	0	0	0
ENSG00000237693	5	5	11	29	16	11
ENSG00000237699	0	0	0	1	0	0
ENSG00000237700	0	0	0	0	0	0
ENSG00000237701	2	0	4	3	0	2
ENSG00000237702	0	0	0	0	0	0
ENSG00000237704	0	0	0	0	0	0
ENSG00000237705	3	3	7	8	1	1
ENSG00000237706	0	0	0	1	0	0
ENSG00000237707	0	1	2	4	1	0
ENSG00000237708	1	3	1	4	0	1
ENSG00000237709	4	18	20	9	4	8
ENSG00000237711	0	0	0	0	0	0
ENSG00000237713	0	0	0	13	0	0
ENSG00000237714	1	0	0	5	0	0
ENSG00000237716	0	0	0	0	0	0
ENSG00000237717	0	0	0	0	0	0
ENSG00000237718	0	0	0	0	0	0
ENSG00000237719	0	0	0	0	0	0
ENSG00000237720	0	0	0	0	0	0
ENSG00000237721	1	1	2	0	2	1
ENSG00000237722	0	0	0	1	0	0
ENSG00000237728	0	0	0	4	2	1
ENSG00000237729	21	8	23	17	2	14
ENSG00000237730	4	2	14	3	4	2
ENSG00000237731	0	0	0	0	0	0
ENSG00000237732	0	6	10	20	4	3
ENSG00000237734	1	0	0	1	0	0
ENSG00000237735	78	86	77	128	80	61
ENSG00000237737	0	0	1	1	0	0
ENSG00000237738	0	0	0	0	0	0
ENSG00000237740	0	0	0	1	0	0
ENSG00000237741	13	7	18	10	8	11
ENSG00000237742	118	151	139	56	11	8
ENSG00000237743	0	0	0	3	3	1
ENSG00000237745	10	5	15	7	3	6
ENSG00000237746	0	0	0	0	0	0
ENSG00000237747	0	0	0	0	0	0
ENSG00000237748	92	36	71	35	15	13
ENSG00000237749	191	66	129	79	38	56
ENSG00000237750	0	0	0	13	0	0
ENSG00000237751	0	0	0	1	0	0
ENSG00000237752	0	0	0	1	0	0
ENSG00000237753	286	251	361	84	114	126
ENSG00000237754	0	0	0	0	0	0
ENSG00000237756	0	0	0	0	0	0
ENSG00000237757	0	0	0	0	0	0
ENSG00000237758	172	26	90	46	36	67
ENSG00000237759	0	0	0	0	0	1
ENSG00000237760	1	3	2	9	0	0
ENSG00000237761	3	3	1	0	1	0
ENSG00000237763	6	2	2	3	1	2
ENSG00000237764	37	38	56	711	636	451
ENSG00000237765	7960	6751	9074	6543	6191	4472
ENSG00000237766	8	3	6	8	4	8
ENSG00000237767	0	0	0	2	0	0
ENSG00000237768	2	0	1	33	0	0
