Gene_ID	H69ARSUP1	H69ARSUP2	H69ARSUP3	H69ARWT1	H69ARWT2	H69ARWT3
ENSG00000202184	0	0	0	0	0	0
ENSG00000202186	0	0	0	2	0	0
ENSG00000202187	0	0	0	0	0	0
ENSG00000202188	0	0	0	0	0	0
ENSG00000202189	0	0	0	0	0	0
ENSG00000202190	0	0	0	0	0	0
ENSG00000202191	0	0	0	0	0	0
ENSG00000202193	0	0	0	0	0	0
ENSG00000202195	0	0	0	0	0	0
ENSG00000202198	0	0	0	0	0	0
ENSG00000202199	0	0	0	0	0	0
ENSG00000202200	0	0	0	0	0	0
ENSG00000202205	0	0	0	0	0	0
ENSG00000202206	0	0	0	0	0	0
ENSG00000202211	0	0	0	0	0	0
ENSG00000202215	1	5	5	1	0	2
ENSG00000202216	0	0	0	0	0	0
ENSG00000202217	0	0	0	0	0	0
ENSG00000202222	0	0	0	0	0	0
ENSG00000202224	1	0	0	1	2	0
ENSG00000202225	0	0	0	0	0	0
ENSG00000202227	0	0	0	0	0	0
ENSG00000202229	0	0	0	0	0	0
ENSG00000202231	0	0	0	0	0	0
ENSG00000202233	0	0	0	0	0	0
ENSG00000202237	0	0	0	0	0	0
ENSG00000202239	0	0	0	0	0	0
ENSG00000202240	0	0	0	0	0	0
ENSG00000202241	0	0	2	0	0	0
ENSG00000202242	0	0	0	0	0	0
ENSG00000202245	0	0	0	0	0	0
ENSG00000202249	0	0	0	0	0	0
ENSG00000202251	0	0	1	0	0	0
ENSG00000202252	0	0	0	0	0	0
ENSG00000202254	0	0	0	0	0	0
ENSG00000202255	0	0	0	0	0	0
ENSG00000202257	0	0	0	0	0	0
ENSG00000202259	0	0	0	0	0	0
ENSG00000202260	0	0	0	0	0	0
ENSG00000202261	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0
ENSG00000202264	0	0	0	0	0	0
ENSG00000202265	0	0	0	0	0	0
ENSG00000202268	0	0	0	0	0	0
ENSG00000202269	0	0	0	0	0	0
ENSG00000202270	0	0	0	0	0	0
ENSG00000202272	0	0	0	0	0	0
ENSG00000202273	0	0	0	0	0	0
ENSG00000202275	0	0	0	0	0	0
ENSG00000202276	0	0	0	0	0	0
ENSG00000202279	0	0	2	0	0	3
ENSG00000202281	0	0	0	0	0	0
ENSG00000202283	0	0	0	0	0	0
ENSG00000202285	0	0	0	0	0	0
ENSG00000202290	0	0	0	0	0	0
ENSG00000202293	0	0	0	0	0	0
ENSG00000202296	0	0	0	0	0	0
ENSG00000202297	0	0	0	0	0	0
ENSG00000202300	0	0	0	0	0	0
ENSG00000202304	0	0	0	0	0	0
ENSG00000202306	0	0	0	0	0	0
ENSG00000202308	0	0	0	0	0	0
ENSG00000202309	0	0	0	0	0	0
ENSG00000202310	0	0	0	0	0	0
ENSG00000202313	0	0	0	0	0	0
ENSG00000202314	0	0	0	0	0	0
ENSG00000202317	0	0	0	0	0	0
ENSG00000202318	0	0	0	0	0	0
ENSG00000202322	0	0	0	0	0	0
ENSG00000202324	0	0	0	0	0	0
ENSG00000202329	0	0	0	0	0	0
ENSG00000202331	0	0	0	0	0	0
ENSG00000202332	0	0	0	0	0	0
ENSG00000202334	0	0	0	0	0	0
ENSG00000202335	0	0	0	0	0	0
ENSG00000202336	0	0	0	0	0	0
ENSG00000202337	3	13	3	16	9	16
ENSG00000202339	0	0	0	0	0	0
ENSG00000202341	0	0	0	0	0	0
ENSG00000202343	0	0	0	0	0	0
ENSG00000202344	0	0	0	0	0	0
ENSG00000202345	0	0	0	0	0	0
ENSG00000202347	0	0	0	0	0	0
ENSG00000202350	0	0	0	0	0	0
ENSG00000202351	0	0	0	0	0	0
ENSG00000202354	0	0	0	0	0	0
ENSG00000202356	0	0	0	0	0	0
ENSG00000202357	0	0	0	0	0	0
ENSG00000202358	0	0	0	0	0	0
ENSG00000202360	0	0	1	0	3	2
ENSG00000202361	0	0	0	0	0	0
ENSG00000202363	0	0	0	0	0	0
ENSG00000202368	0	0	3	0	0	0
ENSG00000202373	0	0	0	0	0	0
ENSG00000202374	0	0	0	0	0	0
ENSG00000202377	0	0	0	0	0	0
ENSG00000202379	0	0	0	0	0	0
ENSG00000202380	0	0	0	0	0	0
ENSG00000202382	0	0	0	0	0	0
ENSG00000202383	0	0	0	0	0	0
ENSG00000202385	0	0	0	0	0	0
ENSG00000202386	0	0	0	0	0	0
ENSG00000202388	0	0	0	0	0	0
ENSG00000202389	0	0	0	0	0	0
ENSG00000202392	0	0	0	0	0	0
ENSG00000202395	0	0	0	0	1	0
ENSG00000202398	0	0	0	0	0	0
ENSG00000202399	1	1	1	0	3	0
ENSG00000202400	0	0	0	0	0	0
ENSG00000202402	0	0	0	0	0	0
ENSG00000202406	0	0	0	0	0	0
ENSG00000202407	0	0	0	0	0	0
ENSG00000202408	0	0	0	0	0	0
ENSG00000202410	0	0	0	0	0	0
ENSG00000202411	0	0	0	0	0	0
ENSG00000202412	0	0	0	0	0	0
ENSG00000202414	0	0	0	0	0	0
ENSG00000202415	0	0	0	0	0	0
ENSG00000202417	0	0	0	0	0	0
ENSG00000202422	0	0	0	0	0	0
ENSG00000202423	0	0	0	0	0	0
ENSG00000202427	0	0	0	0	0	0
ENSG00000202428	0	0	0	0	0	0
ENSG00000202429	0	0	0	0	0	0
ENSG00000202430	0	0	0	0	0	0
ENSG00000202431	0	0	0	0	0	0
ENSG00000202433	0	0	0	0	0	0
ENSG00000202434	0	0	0	0	0	0
ENSG00000202438	0	0	0	0	0	0
ENSG00000202440	1	1	0	0	0	1
ENSG00000202441	0	0	0	0	0	0
ENSG00000202444	0	0	0	0	0	0
ENSG00000202445	0	0	0	0	0	0
ENSG00000202449	0	0	0	0	0	0
ENSG00000202459	0	0	0	0	0	0
ENSG00000202461	0	0	0	0	0	0
ENSG00000202468	0	0	0	0	0	0
ENSG00000202469	0	0	0	0	0	0
ENSG00000202470	0	0	0	0	0	0
ENSG00000202471	0	0	0	0	0	0
ENSG00000202472	0	0	0	0	0	0
ENSG00000202473	0	0	0	0	0	0
ENSG00000202474	0	0	0	0	0	0
ENSG00000202476	0	0	0	0	0	0
ENSG00000202478	0	0	0	0	0	0
ENSG00000202479	0	0	0	0	0	0
ENSG00000202485	0	0	0	0	0	0
ENSG00000202490	0	0	0	0	0	0
ENSG00000202491	0	0	0	0	0	0
ENSG00000202495	0	0	0	0	0	0
ENSG00000202497	0	0	0	0	0	0
ENSG00000202498	0	0	0	0	0	0
ENSG00000202499	0	0	0	0	0	0
ENSG00000202502	0	0	0	0	0	0
ENSG00000202503	0	0	0	0	0	0
ENSG00000202508	0	0	0	0	0	0
ENSG00000202512	0	0	0	0	0	0
ENSG00000202513	0	0	0	0	0	0
ENSG00000202514	0	0	0	0	0	0
ENSG00000202515	2	0	0	0	0	0
ENSG00000202517	0	0	0	0	0	0
ENSG00000202521	0	0	0	0	0	0
ENSG00000202522	0	0	0	0	0	0
ENSG00000202523	0	0	0	0	0	0
ENSG00000202526	0	0	0	0	0	0
ENSG00000202528	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0
ENSG00000202532	0	0	0	0	0	0
ENSG00000202533	0	0	0	0	0	0
ENSG00000202534	0	0	0	0	0	0
ENSG00000202536	0	0	0	0	0	0
ENSG00000202537	0	0	0	0	0	0
ENSG00000202538	0	0	0	2	5	6
ENSG00000202542	0	0	0	0	0	0
ENSG00000202560	0	0	0	0	0	0
ENSG00000202566	0	0	0	0	0	0
ENSG00000202569	0	0	0	0	0	0
ENSG00000202601	0	0	0	0	0	0
ENSG00000202609	0	0	0	0	0	0
ENSG00000203258	0	0	0	0	0	0
ENSG00000203262	0	0	0	0	0	0
ENSG00000203266	0	0	0	0	0	0
ENSG00000203279	2	2	1	20	10	20
ENSG00000203280	0	0	0	0	0	0
ENSG00000203286	0	0	0	0	0	0
ENSG00000203288	41	23	29	28	33	15
ENSG00000203307	0	0	0	0	0	0
ENSG00000203321	75	54	73	115	66	62
ENSG00000203325	132	114	100	72	24	73
ENSG00000203326	401	419	421	192	262	275
ENSG00000203327	0	0	0	0	0	0
ENSG00000203334	0	0	2	0	0	0
ENSG00000203335	0	0	0	0	0	0
ENSG00000203356	6	4	6	8	3	1
ENSG00000203362	0	0	0	0	0	0
ENSG00000203363	0	0	0	0	0	0
ENSG00000203364	0	0	1	2	1	1
ENSG00000203387	0	0	0	0	0	0
ENSG00000203392	0	0	0	0	0	0
ENSG00000203395	1	0	0	0	0	0
ENSG00000203396	0	0	0	0	0	0
ENSG00000203397	0	0	0	0	0	0
ENSG00000203402	0	2	0	1	0	0
ENSG00000203408	0	0	0	0	0	0
ENSG00000203411	0	0	0	0	0	0
ENSG00000203413	0	0	0	0	0	0
ENSG00000203414	0	0	0	0	0	0
ENSG00000203416	0	0	0	0	0	0
ENSG00000203434	0	0	0	0	0	0
ENSG00000203435	0	0	0	0	0	0
ENSG00000203436	0	0	3	0	0	0
ENSG00000203437	0	0	0	0	0	0
ENSG00000203441	0	0	0	0	0	0
ENSG00000203446	0	0	0	0	0	0
ENSG00000203462	0	0	0	0	0	0
ENSG00000203469	0	0	0	0	0	0
ENSG00000203472	0	0	0	0	0	0
ENSG00000203485	2781	2944	2835	4135	2909	2212
ENSG00000203489	0	0	0	0	0	0
ENSG00000203492	0	0	0	0	0	0
ENSG00000203496	0	0	0	0	0	0
ENSG00000203497	12	13	7	44	24	6
ENSG00000203498	0	0	0	0	0	0
ENSG00000203499	80	91	77	68	78	50
ENSG00000203506	0	0	0	0	0	0
ENSG00000203520	0	0	0	0	0	3
ENSG00000203523	0	0	0	0	0	0
ENSG00000203527	0	0	0	0	0	0
ENSG00000203531	0	0	0	0	0	0
ENSG00000203546	7	1	3	5	1	10
ENSG00000203560	0	0	0	0	0	0
ENSG00000203565	0	0	0	0	0	0
ENSG00000203573	0	0	0	0	0	0
ENSG00000203581	0	0	0	0	0	0
ENSG00000203585	0	0	0	2	3	1
ENSG00000203588	0	0	0	0	0	0
ENSG00000203593	0	0	0	0	0	0
ENSG00000203601	0	0	0	0	0	0
ENSG00000203605	0	7	6	0	0	1
ENSG00000203616	0	0	0	0	0	0
ENSG00000203618	0	0	0	0	0	0
ENSG00000203620	6	3	5	0	0	0
ENSG00000203635	1	7	3	0	2	4
ENSG00000203643	0	0	0	0	0	0
ENSG00000203644	0	0	0	0	0	0
ENSG00000203645	4	3	4	3	2	0
ENSG00000203647	0	0	0	0	0	0
ENSG00000203648	0	0	0	0	0	0
ENSG00000203650	0	0	7	0	0	0
ENSG00000203661	0	0	0	0	0	0
ENSG00000203663	1	4	2	2	0	0
ENSG00000203664	0	0	0	0	0	0
ENSG00000203666	1312	1222	1222	754	808	878
ENSG00000203667	208	201	196	74	113	136
ENSG00000203668	0	0	0	0	0	0
ENSG00000203684	29	33	20	29	24	40
ENSG00000203685	2	10	8	2	9	7
ENSG00000203688	1614	1943	1954	968	1314	1138
ENSG00000203690	0	0	0	1	0	0
ENSG00000203697	0	5	6	2	3	3
ENSG00000203705	822	762	817	828	821	789
ENSG00000203706	166	168	158	334	281	222
ENSG00000203709	117	129	123	55	66	139
ENSG00000203710	0	0	1	0	1	0
ENSG00000203711	31	32	24	28	31	20
ENSG00000203721	2	3	4	0	0	2
ENSG00000203722	19	26	18	0	10	9
ENSG00000203724	222	179	194	416	299	276
ENSG00000203727	2646	2162	2210	745	1181	1030
ENSG00000203729	0	0	3	0	0	0
ENSG00000203730	0	0	2	0	0	0
ENSG00000203733	0	0	0	0	0	0
ENSG00000203734	156	174	113	48	57	110
ENSG00000203737	0	0	0	0	0	0
ENSG00000203739	197	165	153	157	147	138
ENSG00000203740	152	103	110	314	409	406
ENSG00000203747	0	0	0	0	0	0
ENSG00000203756	71	47	39	0	0	0
ENSG00000203757	0	0	0	0	0	0
ENSG00000203758	0	0	0	0	0	0
ENSG00000203760	0	0	0	0	0	0
ENSG00000203761	507	590	519	229	277	178
ENSG00000203772	26	29	19	10	2	2
ENSG00000203778	162	163	145	614	427	455
ENSG00000203780	21	32	17	20	16	14
ENSG00000203781	0	0	0	0	0	0
ENSG00000203782	0	0	0	0	0	0
ENSG00000203783	0	0	0	0	0	0
ENSG00000203784	0	0	0	0	0	0
ENSG00000203785	0	0	0	0	0	0
ENSG00000203786	0	0	0	0	0	0
ENSG00000203791	0	3	0	0	0	3
ENSG00000203795	0	0	3	0	0	0
ENSG00000203797	3	2	1	1	8	4
ENSG00000203799	21	19	18	15	14	9
ENSG00000203801	7	10	3	0	0	2
ENSG00000203804	0	0	0	0	0	0
ENSG00000203805	0	1	0	5	2	1
ENSG00000203808	192	181	154	102	141	140
ENSG00000203809	4	1	0	0	1	0
ENSG00000203811	0	0	1	0	0	0
ENSG00000203812	1	2	1	0	0	0
ENSG00000203814	370	306	305	74	79	200
ENSG00000203825	0	1	1	0	0	0
ENSG00000203837	1	0	0	0	0	0
ENSG00000203852	0	0	0	0	0	0
ENSG00000203855	1	5	2	0	0	0
ENSG00000203857	0	0	0	0	0	0
ENSG00000203858	0	0	0	0	0	0
ENSG00000203859	0	0	0	0	0	0
ENSG00000203864	0	0	0	0	0	0
ENSG00000203865	3	9	11	9	4	23
ENSG00000203867	18	17	15	60	56	58
ENSG00000203870	0	0	0	0	4	0
ENSG00000203872	0	0	0	0	0	0
ENSG00000203875	1	3	3	5	2	6
ENSG00000203876	140	76	124	104	99	123
ENSG00000203877	5	2	0	0	0	0
ENSG00000203878	0	0	0	0	0	2
ENSG00000203879	12218	12701	11930	16776	14018	10753
ENSG00000203880	1747	1621	1584	918	1390	1087
ENSG00000203883	303	239	302	1122	768	462
ENSG00000203896	0	0	0	0	0	0
ENSG00000203897	0	0	0	0	0	0
ENSG00000203900	0	0	0	0	0	0
ENSG00000203907	51	48	30	61	50	57
ENSG00000203908	2	0	0	0	0	0
ENSG00000203909	1	0	0	0	0	0
ENSG00000203910	7	18	10	13	2	6
ENSG00000203914	0	0	0	0	0	0
ENSG00000203923	0	0	0	0	0	2
ENSG00000203926	0	0	0	0	0	0
ENSG00000203930	0	0	0	2	3	0
ENSG00000203933	0	0	1	0	0	0
ENSG00000203942	0	0	0	0	0	0
ENSG00000203943	77	61	60	78	64	82
ENSG00000203950	3951	4070	4198	12128	8541	6801
ENSG00000203952	0	1	2	0	4	4
ENSG00000203963	0	0	0	2	0	0
ENSG00000203965	0	0	0	0	0	0
ENSG00000203970	0	0	0	0	0	0
ENSG00000203971	0	0	0	0	0	0
ENSG00000203972	1	2	6	0	11	0
ENSG00000203985	6	7	3	0	3	0
ENSG00000203987	2	3	1	0	0	2
ENSG00000203989	0	0	0	0	0	0
ENSG00000203993	0	0	0	0	0	0
ENSG00000203995	476	373	457	326	342	378
ENSG00000203999	20	24	24	16	19	17
ENSG00000204001	6	18	7	24	3	5
ENSG00000204003	0	0	0	0	0	0
ENSG00000204006	4	0	3	0	1	2
ENSG00000204007	0	0	0	0	0	0
ENSG00000204010	0	0	0	0	0	0
ENSG00000204011	0	0	0	0	0	0
ENSG00000204019	0	0	0	0	0	0
ENSG00000204020	0	0	0	0	0	0
ENSG00000204021	0	0	0	0	0	0
ENSG00000204022	0	0	0	0	0	0
ENSG00000204025	0	0	0	0	0	0
ENSG00000204031	0	0	0	0	0	0
ENSG00000204033	0	0	0	0	0	0
ENSG00000204044	0	2	1	0	7	4
ENSG00000204049	0	0	0	0	0	0
ENSG00000204052	68	88	74	178	88	86
ENSG00000204053	0	0	0	0	0	0
ENSG00000204054	1327	1476	1298	1580	1158	1111
ENSG00000204055	0	0	0	2	0	0
ENSG00000204060	1092	1017	1200	2851	2281	1282
ENSG00000204065	0	0	0	0	2	0
ENSG00000204070	2	1	5	8	3	2
ENSG00000204071	0	0	0	0	0	0
ENSG00000204072	4	0	4	2	2	0
ENSG00000204084	500	486	420	264	334	316
ENSG00000204086	0	0	0	0	0	0
ENSG00000204091	0	0	1	0	0	0
ENSG00000204092	0	0	0	0	0	0
ENSG00000204099	7	18	12	20	22	18
ENSG00000204103	8	3	2	4	0	2
ENSG00000204104	1423	1373	1302	685	948	938
ENSG00000204110	37	37	43	24	15	4
ENSG00000204113	0	0	0	0	0	0
ENSG00000204116	775	596	630	347	417	496
ENSG00000204117	0	0	0	1	0	0
ENSG00000204118	0	0	0	0	0	0
ENSG00000204120	4658	4493	4306	1397	2476	2019
ENSG00000204121	0	0	0	0	0	0
ENSG00000204128	53	56	58	17	28	26
ENSG00000204130	894	847	845	530	765	740
ENSG00000204131	18	22	10	66	142	88
ENSG00000204136	1	0	0	0	0	0
ENSG00000204138	5156	5245	4771	2569	2761	2569
ENSG00000204140	0	0	0	0	0	0
ENSG00000204147	221	211	233	240	289	302
ENSG00000204148	2	0	0	0	1	0
ENSG00000204149	0	0	0	0	0	0
ENSG00000204152	0	0	0	0	0	0
ENSG00000204160	2368	2182	2130	2098	1943	1254
ENSG00000204161	0	0	0	0	0	0
ENSG00000204165	0	0	0	0	0	0
ENSG00000204172	245	286	247	113	111	158
ENSG00000204173	4	7	7	35	27	27
ENSG00000204174	0	0	0	0	0	0
ENSG00000204175	0	0	0	0	0	0
ENSG00000204176	0	0	0	0	0	0
ENSG00000204177	160	120	118	37	46	42
ENSG00000204178	2727	2674	2441	1237	1531	1353
ENSG00000204179	0	0	1	0	0	0
ENSG00000204183	0	0	0	0	0	0
ENSG00000204186	1056	836	980	219	385	415
ENSG00000204188	14	19	23	11	15	18
ENSG00000204193	3	2	1	1	3	0
ENSG00000204194	0	0	0	0	0	0
ENSG00000204195	2	3	2	0	0	1
ENSG00000204196	0	0	0	0	0	0
ENSG00000204209	5076	5231	4897	6423	5903	5095
ENSG00000204217	4276	4011	4069	1421	2145	1955
ENSG00000204219	133	148	130	92	87	84
ENSG00000204220	1957	2137	1936	4460	2842	2830
ENSG00000204227	2487	2618	2447	3841	2801	2141
ENSG00000204228	386	342	371	1199	642	523
ENSG00000204231	3720	3983	3547	3253	2796	1961
ENSG00000204237	1250	1246	1164	5039	2670	2169
ENSG00000204241	43	56	48	97	69	66
ENSG00000204246	0	0	0	0	0	0
ENSG00000204248	179	211	160	82	90	73
ENSG00000204250	0	1	1	0	0	1
ENSG00000204252	3	1	0	0	0	0
ENSG00000204253	0	0	0	0	0	0
ENSG00000204256	15448	16595	15281	8044	9541	6433
ENSG00000204257	187	157	140	87	76	80
ENSG00000204261	0	0	0	0	0	0
ENSG00000204262	11989	12178	11885	4242	6048	4095
ENSG00000204264	282	303	257	1956	1180	1076
ENSG00000204267	0	0	0	0	0	0
ENSG00000204271	1112	991	994	429	602	487
ENSG00000204272	901	956	841	1836	1384	1208
ENSG00000204277	6	4	5	13	7	12
ENSG00000204278	2	4	6	20	7	4
ENSG00000204279	0	0	0	0	0	0
ENSG00000204283	1	0	0	0	0	0
ENSG00000204287	0	0	0	0	1	0
ENSG00000204290	0	0	0	0	0	0
ENSG00000204291	5	2	2	0	4	4
ENSG00000204296	0	0	0	0	0	0
ENSG00000204300	0	0	0	0	0	0
ENSG00000204301	91	69	66	280	222	124
ENSG00000204304	2546	2602	2229	974	1219	868
ENSG00000204305	279	324	255	209	163	143
ENSG00000204308	3640	3457	3311	5988	4920	2975
ENSG00000204310	473	477	495	178	282	172
ENSG00000204311	99	83	85	92	81	67
ENSG00000204314	50	54	53	121	73	68
ENSG00000204315	383	417	385	763	495	378
ENSG00000204316	0	0	0	0	0	0
ENSG00000204323	0	0	0	0	0	0
ENSG00000204334	0	0	0	0	0	0
ENSG00000204335	0	0	0	0	0	0
ENSG00000204338	4	0	1	0	0	0
ENSG00000204344	649	789	652	731	589	528
ENSG00000204345	0	1	0	0	1	0
ENSG00000204347	6	6	2	100	32	27
ENSG00000204348	630	673	611	934	637	533
ENSG00000204351	4831	4986	4729	5656	4492	3377
ENSG00000204352	13	20	14	10	4	9
ENSG00000204356	4062	4223	3835	7374	5300	5083
ENSG00000204361	0	0	1	0	0	0
ENSG00000204362	1	3	0	0	5	1
ENSG00000204363	0	0	0	0	0	0
ENSG00000204366	0	0	0	0	0	0
ENSG00000204368	0	0	0	0	0	0
ENSG00000204370	1	3	2	0	1	2
ENSG00000204371	5832	6293	5916	5410	5129	3261
ENSG00000204379	0	0	0	0	0	0
ENSG00000204380	0	0	0	0	0	0
ENSG00000204381	59	46	50	52	43	36
ENSG00000204382	0	0	0	0	0	0
ENSG00000204385	21	22	15	57	43	40
ENSG00000204386	2263	2283	2137	1847	1981	1305
ENSG00000204387	0	0	0	0	0	0
ENSG00000204388	1874	1825	1706	1487	1174	829
ENSG00000204389	4410	4815	4119	4885	2669	2922
ENSG00000204390	145	143	156	73	80	74
ENSG00000204392	2358	2337	2262	4436	3047	2561
ENSG00000204393	3	8	3	6	11	4
ENSG00000204394	18038	18370	17939	32146	19237	14728
ENSG00000204396	69	70	46	28	28	22
ENSG00000204397	8	2	8	26	10	15
ENSG00000204398	0	0	0	0	0	0
ENSG00000204399	0	0	0	0	0	0
ENSG00000204403	1	0	0	0	0	0
ENSG00000204406	513	430	474	132	258	476
ENSG00000204410	0	1	0	0	0	0
ENSG00000204414	0	0	0	0	0	0
ENSG00000204420	53	44	68	1	16	8
ENSG00000204421	0	0	0	0	0	0
ENSG00000204422	1	4	0	0	1	2
ENSG00000204424	0	0	0	0	0	0
ENSG00000204427	0	0	0	0	0	0
ENSG00000204428	82	80	74	86	66	37
ENSG00000204429	0	0	0	0	0	0
ENSG00000204434	0	0	2	1	0	0
ENSG00000204435	2	3	3	3	3	0
ENSG00000204437	0	1	0	1	0	2
ENSG00000204438	857	823	772	1790	1156	842
ENSG00000204439	7	8	4	4	1	7
ENSG00000204442	11	10	18	44	52	60
ENSG00000204444	175	218	186	244	200	142
ENSG00000204446	0	0	0	0	0	0
ENSG00000204449	0	0	0	0	0	0
ENSG00000204450	0	0	0	0	0	0
ENSG00000204455	0	0	0	0	0	0
ENSG00000204456	0	0	0	0	0	0
ENSG00000204460	0	3	1	0	4	2
ENSG00000204463	17395	18912	18018	18359	16067	11233
ENSG00000204464	0	0	0	0	0	0
ENSG00000204469	37648	39864	39242	20651	23465	14041
ENSG00000204471	0	0	0	0	0	0
ENSG00000204472	1	0	0	1	2	2
ENSG00000204475	0	2	2	3	3	1
ENSG00000204478	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0
ENSG00000204482	0	4	4	40	12	19
ENSG00000204498	723	713	685	1160	748	656
ENSG00000204501	0	0	0	0	0	0
ENSG00000204505	0	0	0	1	0	0
ENSG00000204510	0	0	0	0	0	0
ENSG00000204511	2	10	4	0	1	3
ENSG00000204514	488	526	533	336	301	283
ENSG00000204516	540	574	485	707	686	375
ENSG00000204518	1	1	0	0	1	0
ENSG00000204519	0	0	0	0	0	0
ENSG00000204520	0	1	0	3	6	3
ENSG00000204524	195	238	183	113	110	122
ENSG00000204525	2352	2497	2384	4899	3603	2556
ENSG00000204528	0	0	0	0	0	0
ENSG00000204529	1	0	0	0	1	1
ENSG00000204531	119	110	103	47	56	37
ENSG00000204532	0	0	1	6	1	1
ENSG00000204536	2817	3180	2746	4275	2719	2609
ENSG00000204538	0	0	0	0	0	0
ENSG00000204539	0	0	0	0	0	0
ENSG00000204540	14	14	17	16	17	6
ENSG00000204542	0	0	1	1	1	2
ENSG00000204544	0	0	0	0	0	0
ENSG00000204547	8	11	12	5	0	1
ENSG00000204548	0	0	0	0	0	0
ENSG00000204555	0	0	0	0	0	0
ENSG00000204556	0	0	0	0	0	0
ENSG00000204560	3699	3715	3423	2314	2229	1831
ENSG00000204564	934	963	904	1378	989	832
ENSG00000204568	3162	3345	3161	5383	3938	3437
ENSG00000204569	4732	5171	4943	2647	3165	2084
ENSG00000204571	0	0	0	0	0	1
ENSG00000204572	0	0	0	0	0	0
ENSG00000204574	10106	11037	10219	9972	7767	7346
ENSG00000204576	1648	1696	1648	1977	1867	1464
ENSG00000204577	0	0	0	0	0	0
ENSG00000204580	18252	19154	18339	10179	11647	6740
ENSG00000204581	0	0	0	0	0	0
ENSG00000204583	16	11	7	38	37	26
ENSG00000204584	0	2	1	0	0	3
ENSG00000204588	0	0	0	0	0	0
ENSG00000204590	5594	5597	5239	7724	5153	3869
ENSG00000204592	583	623	640	1054	863	601
ENSG00000204595	0	0	0	0	0	0
ENSG00000204599	24	26	13	5	10	8
ENSG00000204603	0	0	0	0	0	0
ENSG00000204604	1	0	0	0	0	0
ENSG00000204610	3	0	1	5	2	2
ENSG00000204611	653	655	692	315	525	462
ENSG00000204612	0	0	0	0	0	0
ENSG00000204613	3	0	0	1	0	2
ENSG00000204614	1	0	0	0	1	1
ENSG00000204616	0	0	0	0	1	0
ENSG00000204618	253	271	286	130	263	163
ENSG00000204619	2319	2589	2256	1998	2264	1464
ENSG00000204620	21	37	25	12	9	11
ENSG00000204622	0	0	0	0	0	0
ENSG00000204623	494	476	465	178	258	266
ENSG00000204624	118	77	108	116	163	98
ENSG00000204625	11	4	11	14	17	4
ENSG00000204628	33743	37298	35314	60790	49793	41431
ENSG00000204632	3	0	1	5	5	4
ENSG00000204634	55	74	70	57	44	45
ENSG00000204637	0	0	0	0	1	0
ENSG00000204640	0	0	0	0	0	0
ENSG00000204642	4	4	6	1	1	2
ENSG00000204644	1	0	0	0	0	0
ENSG00000204648	0	0	0	0	0	0
ENSG00000204650	0	0	0	0	0	0
ENSG00000204652	1	1	0	11	0	1
ENSG00000204653	5	8	1	5	0	2
ENSG00000204655	0	0	0	1	0	0
ENSG00000204657	0	0	0	0	0	0
ENSG00000204658	0	0	0	0	0	0
ENSG00000204659	1	4	0	0	0	0
ENSG00000204661	2	0	6	1	0	3
ENSG00000204662	0	0	0	0	0	0
ENSG00000204663	0	0	0	0	0	2
ENSG00000204666	4	2	3	0	0	0
ENSG00000204669	0	1	0	0	0	0
ENSG00000204670	0	0	0	0	0	0
ENSG00000204671	0	0	0	0	0	0
ENSG00000204673	0	0	0	0	0	0
ENSG00000204677	3	2	0	3	1	3
ENSG00000204681	1512	1696	1581	576	840	574
ENSG00000204682	2002	2142	1966	3584	2895	2253
ENSG00000204684	0	0	0	4	0	0
ENSG00000204685	379	401	369	321	272	241
ENSG00000204687	0	0	0	0	0	0
ENSG00000204688	0	0	0	0	0	0
ENSG00000204694	0	0	0	0	0	0
ENSG00000204695	2	0	0	0	0	0
ENSG00000204697	0	0	0	0	0	0
ENSG00000204699	0	0	0	0	0	0
ENSG00000204700	0	0	0	0	0	0
ENSG00000204701	0	0	0	0	0	0
ENSG00000204702	0	0	0	0	0	0
ENSG00000204703	0	0	0	0	0	0
ENSG00000204704	0	0	0	0	0	0
ENSG00000204705	0	0	0	0	0	0
ENSG00000204706	0	0	0	0	0	0
ENSG00000204709	0	1	1	0	0	0
ENSG00000204710	17	31	21	48	18	20
ENSG00000204711	106	132	112	95	81	87
ENSG00000204713	4773	5041	4786	4961	4850	3499
ENSG00000204718	0	0	0	0	0	0
ENSG00000204740	6	4	0	4	9	6
ENSG00000204745	106	121	118	92	99	80
ENSG00000204754	0	0	0	0	0	0
ENSG00000204758	4	12	5	5	8	6
ENSG00000204764	302	254	207	192	295	403
ENSG00000204767	0	0	0	0	0	0
ENSG00000204776	0	0	0	0	0	0
ENSG00000204778	100	77	59	45	33	38
ENSG00000204779	3	6	6	0	0	3
ENSG00000204780	0	0	0	0	0	0
ENSG00000204787	0	0	0	0	0	0
ENSG00000204789	8	7	12	9	6	12
ENSG00000204790	15	13	10	7	7	10
ENSG00000204791	320	317	366	733	476	312
ENSG00000204792	224	224	202	213	336	240
ENSG00000204801	0	0	0	0	0	0
ENSG00000204802	1	0	0	3	0	0
ENSG00000204814	0	0	0	0	0	0
ENSG00000204815	107	108	138	111	87	93
ENSG00000204816	0	0	0	0	0	0
